Name,Sigma,Kernel Size,Activator,Batch Size,Domain,Channels,Total runtime (seconds),Total runtime (minutes),Best Validation PSNR,Final Validation PSNR,Final Validation SSIM,Final Validation RMSE,Final Validation MAE,Final Validation MSE,Final Set12 PSNR,Final Set12 SSIM,Final Set12 RMSE,Final Set12 MAE,Final Set12 MSE
sigma50_k5_actleakyrelu_bs16_image,50,5,leakyrelu,16,image,1,3235.63,53.93,25.8202,25.82021303656947,0.7051232404793623,0.05506766673863212,0.03734231801867923,0.00303244792003705,26.408869251443875,0.7569236100568748,0.048856485197276464,0.03320599362875024,0.0023869561458316944
sigma50_k5_actleakyrelu_bs16_fourier_complex,50,5,leakyrelu,16,fourier_complex,2,3273.14,54.55,43.9392,43.9392198736563,0.9735678580425813,0.02863712546222624,0.005330231924103025,0.0008200849547392863,44.63931107467628,0.9844265261342127,0.006149107703104939,0.0035645604172411063,3.7811525544384494e-05
sigma50_k5_actleakyrelu_bs32_image,50,5,leakyrelu,32,image,1,3209.49,53.49,26.0453,26.0452599223553,0.7046313789882134,0.05415159016443753,0.03632781306719955,0.0029323947173372075,26.881267772282907,0.7623275837673823,0.046123953959507795,0.03141154255717993,0.002127419128858795
sigma50_k5_actleakyrelu_bs32_fourier_complex,50,5,leakyrelu,32,fourier_complex,2,3251.55,54.19,41.8698,41.86984108457639,0.9735690049042942,0.019134814061594178,0.005975152571302126,0.0003661411091717823,42.41795810864167,0.9806013884225373,0.007705829952691219,0.005307554150931537,5.9379815259793155e-05
sigma50_k5_actleakyrelu_bs64_image,50,5,leakyrelu,64,image,1,3041.36,50.69,25.7117,25.71167457627227,0.6774392062460093,0.055833412143618734,0.03829286314601846,0.003117369911599192,26.2423334117712,0.7237606724786886,0.04962289737273458,0.034388046246021986,0.002462431943664948
sigma50_k5_actleakyrelu_bs64_fourier_complex,50,5,leakyrelu,64,fourier_complex,2,3108.18,51.8,42.1119,42.111913536935894,0.9654853486200151,0.007920974776394002,0.005500730832436067,6.274184140827e-05,41.81491474504196,0.9651078450353229,0.008304815799797624,0.005543814040720463,6.896996546856826e-05
sigma100_k3_actrelu_bs8_image,100,3,relu,8,image,1,1807.13,30.12,23.6424,23.642371947263445,0.588446195323619,0.07162154261905035,0.04826295742874637,0.005129645367132445,23.819671755857147,0.6597227359068997,0.06573355923453929,0.044530968802670635,0.004320900809640686
sigma100_k3_actrelu_bs8_fourier_complex,100,3,relu,8,fourier_complex,2,1882.24,31.37,39.7881,39.788059291915495,0.9549104251390493,0.012509855928769548,0.007699216469464933,0.0001564964953585706,40.454338729713605,0.9613685448965424,0.009645772064880976,0.006411101358632247,9.30409187276382e-05
sigma100_k3_actrelu_bs16_image,100,3,relu,16,image,1,1714.54,28.58,23.6316,23.631553678776026,0.5886938151018565,0.07158644811232175,0.04834788928137106,0.0051246195533381335,23.77999234026463,0.65745144006366,0.06599136243264868,0.044777504789332546,0.004354859915717195
sigma100_k3_actrelu_bs16_fourier_complex,100,3,relu,16,fourier_complex,2,1755.6,29.26,40.7167,40.71672105017257,0.9624390911147723,0.009307379796931211,0.005995253977530143,8.662731868432328e-05,40.692602678201915,0.9613347237336716,0.009419164701489601,0.005830694610873858,8.872066367378768e-05
sigma100_k3_actrelu_bs32_image,100,3,relu,32,image,1,1669.83,27.83,23.5627,23.562667788347316,0.5796715532574646,0.07201133544323358,0.04875879485488815,0.005185632432317909,23.69387097711363,0.6451470024912112,0.0666233827205548,0.04542198156317075,0.004438675125129521
sigma100_k3_actrelu_bs32_fourier_complex,100,3,relu,32,fourier_complex,2,1721.0,28.68,39.9832,39.983179408155586,0.9525525279586584,0.010097603264517498,0.0066752182456719525,0.00010196159168759444,39.960344511618096,0.9505297176170789,0.010222999099169672,0.006459632034723957,0.00010450971058162395
sigma100_k3_actrelu_bs64_image,100,3,relu,64,image,1,1708.07,28.47,23.4317,23.431702855026742,0.5718135728279008,0.07285500501976407,0.04987266703563578,0.005307851756429847,23.523243795111743,0.6343935325054378,0.06787734308791112,0.04651678322503964,0.004607333704673995
sigma100_k3_actrelu_bs64_fourier_complex,100,3,relu,64,fourier_complex,2,1756.88,29.28,39.3933,39.393344805941354,0.9334509708471403,0.010927374178231305,0.007644952233771191,0.00011940750643107629,39.876512574386986,0.9378667081265387,0.010282332795449049,0.006989877942639093,0.00010572636771636705
sigma100_k3_actleakyrelu_bs8_image,100,3,leakyrelu,8,image,1,1794.53,29.91,23.6031,23.603074272431286,0.5873659126234252,0.07179028060233472,0.04860113761113847,0.005153844388961957,23.754731486043895,0.6561499347551848,0.06618047121604136,0.04497491009533405,0.004379854770377278
sigma100_k3_actleakyrelu_bs8_fourier_complex,100,3,leakyrelu,8,fourier_complex,2,1861.16,31.02,40.3689,40.36886295944891,0.9602938490124628,0.009956819290710395,0.006604650112635949,9.913825038786265e-05,40.655088656570186,0.962393905759482,0.009459320011863323,0.005993427359499037,8.947873508683794e-05
sigma100_k3_actleakyrelu_bs16_image,100,3,leakyrelu,16,image,1,1722.14,28.7,23.5851,23.58511538877528,0.5838805170678703,0.07188791511353393,0.04853412514442906,0.0051678723393706605,23.733949688248376,0.6512096518725433,0.06631869514563643,0.0450434684753418,0.00439816932581986
sigma100_k3_actleakyrelu_bs16_fourier_complex,100,3,leakyrelu,16,fourier_complex,2,1766.6,29.44,40.5636,40.5635545006589,0.9607519324214584,0.009559167382192164,0.00634219148881076,9.137768104076659e-05,41.128664391905126,0.965047670346689,0.00901962089270198,0.005691666350079079,8.135356104806608e-05
sigma100_k3_actleakyrelu_bs32_image,100,3,leakyrelu,32,image,1,1679.51,27.99,23.5709,23.57090788118491,0.5823102921754253,0.0720523715998774,0.04864656213013565,0.00519154425316682,23.71747849441178,0.652384281137277,0.06648959671911459,0.04519661795347929,0.004420866471870492
sigma100_k3_actleakyrelu_bs32_fourier_complex,100,3,leakyrelu,32,fourier_complex,2,1734.27,28.9,40.2285,40.22852308174347,0.9535567791057782,0.009828428863450879,0.006600986234843731,9.659801392391433e-05,40.26379791877431,0.9537570244611383,0.009900387248610108,0.006357129896059632,9.801766767244165e-05
sigma100_k3_actleakyrelu_bs64_image,100,3,leakyrelu,64,image,1,1719.57,28.66,23.4189,23.418942055930465,0.5673850332131805,0.07306091648036865,0.04980607481454225,0.005337897516951403,23.47552390317149,0.6318908861569487,0.06828107479280847,0.046784610487520695,0.004662305174861103
sigma100_k3_actleakyrelu_bs64_fourier_complex,100,3,leakyrelu,64,fourier_complex,2,1771.93,29.53,39.5416,39.541595616507436,0.9487639285918767,0.010675314727522627,0.007716092794640537,0.0001139623445316615,39.946451348834536,0.9522485428553997,0.010237276403088733,0.007156006448591749,0.0001048018281532374
sigma100_k5_actrelu_bs8_image,100,5,relu,8,image,1,3309.61,55.16,23.4356,23.435636197276995,0.5656857392575466,0.0728011711696773,0.04963471170733957,0.005300010523676653,23.617552688585295,0.6366908925487165,0.06724985785206905,0.045778969302773476,0.004522543381123493
sigma100_k5_actrelu_bs8_fourier_complex,100,5,relu,8,fourier_complex,2,3392.71,56.55,41.4536,41.4536402299182,0.9727087063998281,0.008965274958987088,0.005902913364800899,8.037615509024095e-05,42.062438436093814,0.9703772498287919,0.008088484241526257,0.0050895986302445335,6.542357732541859e-05
sigma100_k5_actrelu_bs16_image,100,5,relu,16,image,1,3176.39,52.94,23.765,23.76501064187519,0.6009992034843946,0.07072334333407558,0.047263213652460015,0.005001791292349534,23.80255186558477,0.666574486183238,0.06643450681606947,0.04399193202455839,0.00441354369589438
sigma100_k5_actrelu_bs16_fourier_complex,100,5,relu,16,fourier_complex,2,3237.23,53.95,39.5331,39.53312912602739,0.9589719754705723,0.011217272106373789,0.007876757963779657,0.00012582719350843143,40.345732417763124,0.9591341503754448,0.009758481036487745,0.006657602071451644,9.522795213949091e-05
sigma100_k5_actrelu_bs32_image,100,5,relu,32,image,1,3170.6,52.84,23.597,23.597023285677146,0.5780693798505032,0.07170662618238068,0.04861553720034221,0.0051418402384596825,23.711887877589746,0.64133175443778,0.0664892179442746,0.0453757019713521,0.004420816102841248
sigma100_k5_actrelu_bs32_fourier_complex,100,5,relu,32,fourier_complex,2,3230.31,53.84,40.0885,40.088524346861625,0.944252806745676,0.010129858547374452,0.006964670610614121,0.00010261403418981525,40.11217285622395,0.9393233200197112,0.010060202043840784,0.006645914749242365,0.0001012076651628983
sigma100_k5_actrelu_bs64_image,100,5,relu,64,image,1,3064.93,51.08,23.2279,23.2279042645441,0.5431454268233915,0.07437770827225974,0.050919350181870604,0.005532043487833375,23.29908488916522,0.6143659051902889,0.06966715907080961,0.04790935727457205,0.0048535130529974895
sigma100_k5_actrelu_bs64_fourier_complex,100,5,relu,64,fourier_complex,2,3115.42,51.92,39.9324,39.93239719917099,0.9396791634139656,0.010125932042737608,0.007110281963832676,0.00010253449973414022,39.60837190975459,0.9341195718259335,0.01060487452169606,0.007254755628916125,0.00011246336362091824
sigma100_k5_actleakyrelu_bs8_image,100,5,leakyrelu,8,image,1,3376.32,56.27,23.058,23.05804458154902,0.5872905978334559,0.07704031984511053,0.049667140140252954,0.005935210881836931,21.90758167813885,0.6386455964677182,0.08857913008475758,0.05042757528523604,0.007846262286572406
sigma100_k5_actleakyrelu_bs8_fourier_complex,100,5,leakyrelu,8,fourier_complex,2,3455.2,57.59,39.665,39.66502646408426,0.9634302764178796,0.010435220370607205,0.008034577819190043,0.00010889382418313557,39.35767288433018,0.9610727218354973,0.010820704635465568,0.007963904257242879,0.00011708764880798601
sigma100_k5_actleakyrelu_bs16_image,100,5,leakyrelu,16,image,1,3227.95,53.8,23.4409,23.44087404517134,0.560616098622505,0.07259160576192257,0.04977617741507642,0.005269541227094391,23.54941789666897,0.6151875513147597,0.06759786912877591,0.047021773643791676,0.004569471910751115
sigma100_k5_actleakyrelu_bs16_fourier_complex,100,5,leakyrelu,16,fourier_complex,2,3265.98,54.43,42.0777,42.07766179553829,0.9799705943052501,0.008316128856907225,0.0054251156706253394,6.915799916468506e-05,42.52232365794118,0.9774484680070117,0.007726078608042127,0.004764381640901168,5.9692290657646176e-05
sigma100_k5_actleakyrelu_bs32_image,100,5,leakyrelu,32,image,1,3204.57,53.41,23.5925,23.59248957662241,0.5794877844975956,0.07188314367159314,0.04835342821281623,0.0051671863441109,23.738180874311325,0.6505889755573984,0.06636001766279456,0.044906328742702804,0.004403651944206406
sigma100_k5_actleakyrelu_bs32_fourier_complex,100,5,leakyrelu,32,fourier_complex,2,3264.29,54.4,40.8083,40.808250533491815,0.9521442587470197,0.009239674074100184,0.006436192320988458,8.53715769955991e-05,40.5735076528049,0.9467983311367522,0.009534647361621148,0.00635214716506501,9.090950031046911e-05
sigma100_k5_actleakyrelu_bs64_image,100,5,leakyrelu,64,image,1,3087.92,51.47,23.5409,23.54090348280314,0.5697540902633176,0.07208275317561626,0.04901433180031531,0.005195923305376817,23.680395305750874,0.6382965779065878,0.06676046875727112,0.045551297875742115,0.004456960188690573
sigma100_k5_actleakyrelu_bs64_fourier_complex,100,5,leakyrelu,64,fourier_complex,2,3087.6,51.46,39.6717,39.671740731973124,0.9154954930630986,0.01076936062020232,0.007684246438336284,0.00011597912816796452,39.8687928563073,0.9242895374581451,0.010273112003340428,0.00718762391867737,0.00010553683023317717
