Epoch,sigma15_k3_actrelu_bs8_image,sigma15_k3_actrelu_bs16_image,sigma15_k3_actrelu_bs32_image,sigma15_k3_actrelu_bs64_image,sigma15_k3_actleakyrelu_bs8_image,sigma15_k3_actleakyrelu_bs16_image,sigma15_k3_actleakyrelu_bs32_image,sigma15_k3_actleakyrelu_bs64_image,sigma15_k5_actrelu_bs8_image,sigma15_k5_actrelu_bs16_image,sigma15_k5_actrelu_bs32_image,sigma15_k5_actrelu_bs64_image,sigma15_k5_actleakyrelu_bs8_image,sigma15_k5_actleakyrelu_bs16_image,sigma15_k5_actleakyrelu_bs32_image,sigma15_k5_actleakyrelu_bs64_image,sigma25_k3_actrelu_bs8_image,sigma25_k3_actrelu_bs16_image,sigma25_k3_actrelu_bs32_image,sigma25_k3_actrelu_bs64_image,sigma25_k3_actleakyrelu_bs8_image,sigma25_k3_actleakyrelu_bs16_image,sigma25_k3_actleakyrelu_bs32_image,sigma25_k3_actleakyrelu_bs64_image,sigma25_k5_actrelu_bs8_image,sigma25_k5_actrelu_bs16_image,sigma25_k5_actrelu_bs32_image,sigma25_k5_actrelu_bs64_image,sigma25_k5_actleakyrelu_bs8_image,sigma25_k5_actleakyrelu_bs16_image,sigma25_k5_actleakyrelu_bs32_image,sigma25_k5_actleakyrelu_bs64_image,sigma50_k3_actrelu_bs8_image,sigma50_k3_actrelu_bs16_image,sigma50_k3_actrelu_bs32_image,sigma50_k3_actrelu_bs64_image,sigma50_k3_actleakyrelu_bs8_image,sigma50_k3_actleakyrelu_bs16_image,sigma50_k3_actleakyrelu_bs32_image,sigma50_k3_actleakyrelu_bs64_image,sigma50_k5_actrelu_bs8_image,sigma50_k5_actrelu_bs16_image,sigma50_k5_actrelu_bs32_image,sigma50_k5_actrelu_bs64_image,sigma50_k5_actleakyrelu_bs8_image,sigma50_k5_actleakyrelu_bs16_image,sigma50_k5_actleakyrelu_bs32_image,sigma50_k5_actleakyrelu_bs64_image,sigma100_k3_actrelu_bs8_image,sigma100_k3_actrelu_bs16_image,sigma100_k3_actrelu_bs32_image,sigma100_k3_actrelu_bs64_image,sigma100_k3_actleakyrelu_bs8_image,sigma100_k3_actleakyrelu_bs16_image,sigma100_k3_actleakyrelu_bs32_image,sigma100_k3_actleakyrelu_bs64_image,sigma100_k5_actrelu_bs8_image,sigma100_k5_actrelu_bs16_image,sigma100_k5_actrelu_bs32_image,sigma100_k5_actrelu_bs64_image,sigma100_k5_actleakyrelu_bs8_image,sigma100_k5_actleakyrelu_bs16_image,sigma100_k5_actleakyrelu_bs32_image,sigma100_k5_actleakyrelu_bs64_image
13,32.554946177336554,32.588748904795416,32.40800925491305,31.885013418194415,32.5917494884235,32.36356314395935,32.28316063578104,31.630664376298125,24.6641819141289,31.786815295935586,25.56065055097832,31.226405354037713,32.51196839189025,24.5900058352436,24.659620192607807,30.335838919283834,30.15585336634004,30.119180538034612,29.861426438289083,29.506491577934856,30.080412038714783,30.010669166317516,29.84523084614067,29.37329066303617,20.329156009927967,20.328689246371702,20.329553218474864,28.295921977325175,28.833964419690115,29.27067825363923,29.750482417250566,28.860720298426447,26.861275314194263,26.831981863223657,26.51563522810022,26.120492075906302,26.89421064951824,26.820765750217703,26.715491240725445,26.38780428467429,26.826390589154723,26.32178397612786,25.888265920948914,26.238691224448914,25.100940392628512,26.43088288976837,26.018641421607054,25.523995196372525,23.67164856201853,23.608585673166075,23.402860454963,23.144269064267558,23.5744673536099,23.538398468497345,23.461496382160192,23.146736017015865,22.96850761226142,23.690471370869677,22.451494174174552,22.910573718059073,20.409516406492724,23.626126791775647,23.304068986202424,23.338153103296037
14,30.69642582767612,32.5970886910466,32.38885113813325,32.18117928880311,32.58539062692867,32.415404273786585,32.38949839368383,31.454760573960186,24.6641819141289,30.788238538855165,31.234146316159983,30.568310317675387,32.539553214712086,24.665712382014746,24.459895020795923,29.872829308886356,30.12348037971728,30.172340491379913,29.904028927788698,29.449604389620845,30.12056354734857,30.11601857015763,29.907263345616233,29.041477783076342,20.329156009927967,20.328470400341814,20.240667998549473,29.159895206418085,28.10771280272556,29.615011660389353,29.789795809896408,28.827021517624857,26.835731470874396,26.794223903867532,26.426472518832202,26.29914480741546,26.726857847671553,26.809935257046835,26.696079851736386,26.471513182687413,26.583678317920334,26.799148551945944,26.65416980082846,26.35617207755344,22.851575234999967,25.85559039376906,25.96551740074429,25.775219475599272,23.69546549821432,23.600971301790093,23.467462598748153,23.180348998883854,23.52321829181974,23.629543111521865,23.4448846738113,23.185574274272923,23.370390810707846,23.78892789492906,23.033887334210565,22.71998895704692,22.658703261490547,22.982066353678054,23.230843320631887,23.327659219702593
15,31.595199515176102,32.58202666379247,32.36871781557051,32.27061937132021,32.592080449145605,32.468691051439386,32.32288926912134,31.7760031621104,24.6641819141289,31.516067225228877,31.64296512672652,31.511993606572716,32.61311221402342,24.664317759784264,24.623744007823845,30.385486310353205,30.130685100988128,30.17752425805149,29.951087442961352,29.497165308832553,29.98963803197572,30.056261912026574,29.84134913087126,29.459565871770497,20.329156009927967,20.32938932091177,20.325186119811715,28.66415873248494,26.630060890812782,29.823501939801698,29.784360825513826,28.898528245133615,26.943543335078573,26.871104992606295,26.482927126921442,26.37563664731493,26.776020525965304,26.692064874528256,26.738447354147183,26.407268867583653,26.74954555918103,26.847743622131432,26.51650204866449,26.277113137918104,24.256656670989113,25.84360994112974,26.651475509555322,25.703661922626413,23.58255384204482,23.688658870345563,23.383009291866344,23.29231658574734,23.601800793643623,23.533141084255544,23.49069320141078,23.240339949967705,22.92536317187405,23.748606310206316,22.651403931036327,22.527492746396543,23.108011566805573,22.889590400884646,23.406785505545006,23.14411640793396
16,31.803891347699434,32.60519923734278,32.34076621154536,32.12009302495758,32.633716105077305,32.47094542580336,32.35828577893975,31.697067565964662,24.6641819141289,31.800832016180113,31.888508294862223,31.649755256689048,32.536467420346156,24.664208102302414,24.68164974325447,31.348641241081108,30.152168310141864,30.062379034841996,29.976469795571536,29.628706355730383,29.999525110944788,30.127268986050268,29.936190936836805,29.24514232672456,20.329156009927967,20.32884583488344,20.321546426078715,29.15820200878812,27.787546209572195,28.365521416812545,29.61251224758837,29.198340068513644,26.887261110844165,26.834943558196475,26.42059330092319,26.408224925736132,26.822599525887583,26.866823714726422,26.775893445287455,26.515032198976243,26.321337786583104,26.718175831198437,26.438087794517397,26.391701082845533,25.066836645937972,25.404568770440378,26.410919343283595,25.805744431272704,23.682343154487963,23.605551538628447,23.429851480911704,23.13355721304292,23.656805383543965,23.597426306881363,23.550497128177273,23.113269322593652,22.871880087420294,23.815225688648734,23.372745875369827,22.975411205012296,21.141816020263224,23.541841689282986,23.451339375724398,23.395099247338354
17,32.63064138588192,32.62360042835876,32.436708280104035,32.186359287811676,32.63605162399175,32.37149841174736,32.38037037485545,31.745660476108952,24.6641819141289,31.962604797413263,31.835539119229097,31.577872705802775,32.60968477254808,24.664198872385956,31.049733882493538,31.53081155211255,30.136854911105925,30.149959672129487,29.977816603377832,29.625418691505043,29.952165162626954,30.136651940484743,29.947675107364855,29.52201772025373,20.329156009927967,20.326740431352004,20.326752754246595,28.898380684236017,26.872157421726723,29.371634656496564,29.164642233203736,29.155414335304645,26.943192608726036,26.817859241421203,26.640697535158292,26.341356948222067,26.86114165413637,26.803897426802635,26.752716068969615,26.408460254039046,26.63406410581157,21.971963212510886,21.369282627985626,26.318726114997585,22.690034589075577,25.015559845064686,25.391314120118256,26.00689041820952,23.670396143752768,23.558136624513278,23.56523056445181,22.92673575894982,23.68164071735195,23.40323479995448,23.53694168470796,23.30734333076495,22.99561749098292,23.742837278117744,23.378084847011795,22.74301657335151,21.90758167813885,21.86779743027795,23.487993365715298,23.317612942500944
18,31.09499161941937,32.609824231326755,32.50552093098483,32.20994040027682,32.63364214257563,32.53560937563754,32.397938874276164,31.93190934074794,24.6641819141289,31.980796448916323,31.90275729289458,30.83693880158032,32.610683884785146,26.197427660253208,31.239922475539256,31.752571214525634,30.155297833568834,30.174390585361667,30.01217849802696,29.651757614288616,30.17525995162876,30.179118544984593,29.8198409410244,29.234599560098236,20.329156009927967,20.329488536483932,20.2731341553206,29.287016814111983,27.26698444263865,29.942976993668463,29.73287467464535,29.2607647792936,26.930461207778446,26.873391521635327,26.632751236631222,26.52291038953128,25.84767415668142,26.91747184920334,26.76758040822894,26.56507163031104,26.468427994316816,24.386646878545875,26.58157867203902,26.10419032180313,25.23472942306437,26.408869251443875,24.069053256961066,26.058335744817285,23.717092953951024,23.70200699603366,23.385243708070863,23.058246002137366,23.651345636955867,23.605212367983295,23.45681137578408,23.33071047368303,22.674039173955094,23.7419529713957,23.047593264556557,22.749710996007398,21.982434811959205,23.40086846392982,23.484199284953473,23.32796893200062
19,31.668511105448673,32.65195738865386,32.478410547149416,32.13396695728657,32.65264374314199,32.578417346193696,32.3996757947124,31.88797278768153,24.6641819141289,32.12425606869113,31.965860439728953,30.81338783131889,32.41777640365867,31.660677668358158,31.740389373796503,31.81490739064614,30.209923710829027,30.16365199739536,30.038080731767206,29.433448702603656,30.025455115762345,30.191538488789078,29.976967504370037,29.640154750536237,20.329156009927967,20.329982301640122,20.326830735799707,29.466750698932568,27.268519008553966,29.029344325080544,29.44205152454008,29.130942366689244,26.544119841740095,26.859915465861505,26.688287849768788,26.373407269587187,26.87822487913499,26.909389741599423,26.839156726884486,26.37952978133201,26.527144221193904,25.125609058137368,26.618928135238107,26.263850565065155,25.850668502035024,24.56008367179076,26.498120974010007,26.041062352146337,23.67910619046444,23.62275492487379,23.564939786590624,23.27984958504392,23.71756766375522,23.627608437575663,23.63312732471168,23.289114981068675,21.575789515824837,23.74839076503955,22.663656524481837,21.933409300742614,21.946269852522025,23.54941789666897,23.497240968231377,23.47668216236548
20,32.46450848532672,32.646744377439084,32.476349148473965,32.318716706344716,32.651661336415806,32.414554331556545,32.38248460270913,32.075435797291966,24.6641819141289,32.164303838164614,32.002137094975915,31.232694785985416,32.626122317091614,31.955123255353175,31.474908928291928,31.827152245376823,30.17095544724727,30.161712472070533,29.963729573023198,29.66812951231277,29.95574889292716,30.162699785078704,30.04592369127629,29.59798383792563,20.329156009927967,20.328976171350973,20.39682289239979,29.470675709951106,27.291386721037792,29.970322800584103,29.98092312968036,29.148904491878397,25.97602935381516,26.92721258952326,26.60980853369058,26.482505635276052,26.843683063383086,26.722847763942777,26.7882563474866,25.993502919769977,25.35843284417913,26.826729058088887,26.440606724655094,26.482571379957292,25.83184681764563,25.882029475671203,26.680184149809378,26.062285379307678,23.70655610451857,23.686628821858793,23.59486334602097,23.302561110708908,23.661526024891547,23.608280647018177,23.480808997583992,23.356695764351716,22.549535196923685,23.834434039654386,23.385676066486862,23.14544127264344,21.727249120805865,23.221626741392175,11.753420730596515,23.454181942058757
21,32.55956614494489,32.67794758981069,32.58221853360809,32.349059685756224,32.6729710153486,32.61524289137665,32.47053166039261,32.15549357143522,24.6641819141289,32.28656576107763,32.25431897307745,31.362424461823977,32.65535303566773,32.099658418958,31.83178827218269,31.999549593262913,30.228290793107167,30.244283768772306,30.09233616516893,29.75192502491458,29.56650352988346,30.185908872950254,30.095993806270062,29.65957181618987,20.329156009927967,20.328711367278675,26.74269336730673,29.38840356437753,27.594708631980094,29.21103824387183,30.003760602284782,29.404760182589214,25.74642436474394,26.970847226752806,26.80075714671324,26.560887624524497,26.77742140480531,26.977078578359542,26.8957291410459,26.630531991269436,26.33659585767766,27.010132158481913,26.827834341919683,26.586346799225975,24.443331404055346,26.37855805091846,26.775947706157737,26.074397130484158,23.784041899322755,23.69619099153726,23.561792922755888,23.462005400881452,23.754731486043895,23.72635533914762,23.685097301535393,23.434143146874494,23.20461995148808,23.904707422839707,23.624123269000137,23.18922071800108,21.60945535374491,22.113506646615182,23.738180874311325,23.50894465063317
22,31.05917152885576,32.68037951696301,32.57737812754592,32.37370111837718,32.6850256799463,32.6217718354449,32.49126988710423,32.163443836055684,24.6641819141289,32.24390636753329,32.10319657786558,31.749142161964087,32.68042594399711,32.20001682492743,31.842683654660306,32.00181629540247,30.222006604288207,30.245777732854634,30.108307132782752,29.803763275027336,30.156627575944388,30.199281890120414,30.045282130196313,29.64619438158566,20.329156009927967,20.32891706753574,28.236563664980807,29.558827157751093,27.755911163900766,29.46326699724227,21.90502644115767,29.37304092851839,26.51736236680271,26.958677362094132,26.796507473499712,26.570537176871696,26.897922814874022,26.92630619363847,26.934565998952696,26.662530486490443,26.847132740375894,26.748939824985456,26.802431385947134,26.62225204525468,24.70043001127154,26.2618986200883,25.729665262265375,26.2423334117712,23.769427807317687,23.76100286480927,23.59162096271812,23.46875667271704,23.693318957746957,23.662457642517627,23.664674547812087,23.423515382962744,22.707902817372297,23.903128367424106,23.64375061607922,23.29908488916522,21.726635014503646,22.632740512997014,23.702556221035596,23.620543151625384
